id,chat,label
9448,user user maaf salah kroasia mayoritas katolik,neutral
9449,antek asing \nantek mamarika,racist
9450,kemarin berkesempatan kuliah universitas hassan ii casablanca maroko salah universitas terbesar maroko 24000 mahasiswa terima kasih sambutan hangat antusiasnya,neutral
9451,pribumipribumi goblok indonesia miskin kekayaan negara masuk kantong,racist
9452,hayyaaa lu tipu orang ya slogan tinggal slogan cinta china mati kebanyakan utang china,racist
9453,pokok nya lambang salib dimana kristenisasi massal konspirasi barat yahudi mari musnahkan,racist
9454,user user hadits yg terangkai dg pecahnya 71 cabang yahudi 72 nasrani,neutral
9455,preman banci kampungan mampus lo ditolak warga sunda,harassment
9456,cina pki,racist
9457,user gitu gituan anjir,harassment
9458,mata mu melotot wajah mu kayak kerbau moncong mu babi otak mu bersarang nya iblis,violence
9459,bodo mentab gua gak terselamatkan,neutral
9460,kau anjing pergi kau nkri china intoleran anjing bangsat,racist
9461,cinta buta memilih salah,neutral
9462,si batak bacot nya anjing mengonggong,racist
9463,user user ragweda salah catur weda sastra hindu kitab weda ragweda kitab sruti kumpulan sastra keagamaan hindu utama \n\nsedangkan v753 merujuk bagia,neutral
9464,sesungguhnya tuhan kaum si mamad menyembah arah batu arah kiblat mengolokolok agama hindu budha menyembah patung patung arah kiblat contoh nya penyembah matahari selamat merenungi,racist
9465,orang budha bicara nya jorok ya biksu budha myammar bejad ajaran budha ya sesat porno,racist
9466,lgbt bejat hewan dimusnahkan,harassment
9467,kayak nya sih ajaran buddha sesat kasih sesat iblis setan suka menyesatkan manusia,racist
9468,kebon sayur deli serdang amp kebun buah binjai kebun sayur football stadium sd katolik karya yosef evi layanto is ronaldo pardedes wife su pin is ronaldo pardedes wife the lie tju is ronaldo pardedes wife,neutral
9469,cina gila otak nya pantat hidup hutan sih hidup bertetangga,racist
9470,mengkafir kafirkan cina dana cina aneh waras,racist
9471,manusia waspada,neutral
9472,geblek ya lu udah jam segini diajak bercanda gue kerja mikirin detailnya,neutral
9473,yg salah isi ajaran agamanya aja yg tokcer yg evil contoh simpel ulama kotbah kemashlahatan kotbah generik agamanya setuju kepentingan yg ateis kaya gu,neutral
9474,tandain muka laki nya tipetipe suka jual isteri nya,harassment
9475,woi batak suara lo gede doang otak lu dengkul ketawa doang lu nya,harassment
9476,user user gincu aja ga berani dasar banci,harassment
9477,user bawa2 pasukan ah jawa pengecut,racist
9478,user nyanyi bareng yuk,neutral
9479,budha ajaran sesat,racist
9480,biarlah rama berkata\nbiarlah shinta berucap\naku tertunduk malu\naku meratap sedih\n\nbiarlah ramashinta bercerita asmara\naku terdiam bisu mendengarmelihat kisah percintaan mereka\n\nkarena wayang yg senantias,neutral
9481,user sholat hijab wajib hukumnya lesbi alasan nya deketin ajak cerita sm dukung perlahanlahan berubah ninggalin,neutral
9482,sadar dirilah monyetmonyet papua berotak diperlakukan binatang,racist
9483,kampang menghinbo nya aneh aneh gua babi lampung anjing cari mati bangsa palembang,racist
9484,manusia lgbt manusia iblis keberadaa nya manusia nya kehadiran nya bak iblis lgbt musnahkan buang laut santapan ikan hiu,harassment
9485,banget lelaki brengsek dunia ini\n\nmudah2an gak ya url,neutral
9486,kuat brp ronde hihi\nngentot sange,harassment
9487,cewek perek alexis palembang ratarata orangorang sunda tahi alim miskin jual,harassment
9488,lengserkan pengkhianat yg menusuk dr antekanteknya aseng,racist
9489,orang kristen iman kasih pengharapan dasar kehidupan,neutral
9490,cina dimana ciri nya songong berkuasa cengeng suka menyuap aparat suka judi mabuk suka pakai tangan aparat merusak orang,racist
9491,kisah nyata malin kundang 100 daftar nama kalimat ngewe wanita tuh 1 kementerian agama 2 ciputat 3 ciputat raya 4 bendi negara 5 bendi kepolisian 6 bendi tahanan 7 skck 8 sabang ma,harassment
9492,tuk duniamu seakan engkau hidup beramal tuk akhiratmu seakan esok engkau tlah tiada,neutral
9493,jawa katrok kecebong,racist
9494,dasar orang papua nya tarkam pakai otot pakai otak main bola nya sekolah bodohbodoh barang hidup sialan lu papua,racist
9495,minoritas muslim rohingya sekian dizholimi,racist
9496,barangkali sudut pandangnya memudahkan perawatan cagar budaya gunanya rg masyarakat adatnya dihibahkan pemda masyarakat adat kehilangan kepemilikan salah dasar bakaum banagari,neutral
9497,bakar homo bunuh biar meresahkan masyarakat,harassment
9498,suku lo sih sih lo,racist
9499,user user surban putih jubah putih ht nya busuk2 busuk tae onta bro,racist
9500,user heran aslinya burik \xf0\x9f\x91\x8d,violence
9501,suka cina suka jalan,racist
9502,si cina kutil babi melecehkan pribumi umat islamt,racist
9503,user blm come out karna indonesia org yg ga menerima lgbt pacar belom kayak asingkan negri sabar aja ya,harassment
9504,suka papua suka jalan,racist
9505,bunuh lgbt rajam pezina,harassment
9506,hai anjinganjing arab jantan pergi yaman sono berjihad bikin kacau negara dasar isi indonesia,racist
9507,berbuat asusila say ga orang rumah,harassment
9508,user gua ketemu cina blagu anjir didepan gua,racist
9509,yeah sex is cool but have u ever \nnumpuk piring meja makan \nbawa sampah abis nonton bioskop\nngga cancel ojol sembarangan\nngga manggil orang main hp dgn sebutan autis\nbelajar diem drpd ngomong menjatuhkan ju,neutral
9510,penggunaan make upskincare mengandung merkuri dipake lipstik bibir meresap poripori \xf0\x9f\x98\xb1\r wanita hamil merkuri terserap mengakibatkan pertumbuhan janin terhambat c,neutral
9511,sebusukbusuk nya pemimpin beragama islam layak pemimpin non islam,racist
9512,lgbt penyakit musnahkan,harassment
9513,pekerja cina proyek jalan tol lempar bendera merah putih dihukum hormat bendera amp deportasi lahh,racist
9514,hahha ban kamfret logikanya kacau,racist
9515,user jaaaaaaancuuuuuuuk kau\nlips servicepara ban onta,racist
9516,si mata sipit setahu gue orang low profile,racist
9517,sebusukbusuk nya pemimpin pribumi layak pemimpin aseng,racist
9518,kalo cari ngegabungin budaya ngilangin ciri khasnya akulturasi,neutral
9519,bermohon rakyat bangsa indonesia sabang merauke hentikan mengabdi orang cina nya merebut indonesia merebut kejayaan indonesia hentikan jongos orang cina bersatu hancurkan cina,racist
9520,lgbt dihukum mati dilempar gedung testing digantung lgbt,harassment
9521,2045 indonesia diprediksikan mjd negara ekonomi terbesar no 4 dunia era tsb milik generasi muda utk kesiapan amp bekal kompetensi yg kuat generasi muda memasuki era ekonomi digital revolusi industri ge,neutral
9522,foto hit kalangan pemuka agama,neutral
9523,user user user ya klo harga petani tp persedian nggak utk b men supply indonesiaya harga gabah petani yg beli tengkulak melambung tggi krn langkamakannya diambil kebijakan utk menstabilka,neutral
9524,user badan titit huhu,harassment
9525,patung buddha maitreya jual komunis biar sembah,racist
9526,hasan albashri brkata ulama brkata akhlak kaum mukminin yg utama mberi maaf azzuhud imam ahmad1287,neutral
9527,hukum mati cina iblis muntah lihat muka nya sok banget,racist
9528,udah trio bangsad tu jawa,racist
9529,cina dibasmi secepatnya biar punah,racist
9530,orang pakai koteka kayak gembel,racist
9531,lgbt musnahkan negeri lgbt iblis buang kelaut santapan ikan hiu,harassment
9532,disunat tuh titit jgn kalah anjinghehehe,harassment
9533,eh orang batak kampung gaya sok mobil bodoh,racist
9534,orang rendah hati tu jawa munafik,racist
9535,orang jawa cocok classy bobrok,racist
9536,lagu kebangsaan yunani 158 bait 19 depp bahasa jerman idiot,neutral
9537,pilih pemimpin keturunan china penjajahan terang terangan belanda memperjuangkan kemerdekaan republik indonesia,racist
9538,pengen mesum ni liat pake pakean gitu,harassment
9539,user lu emang udah maho njir,harassment
9540,a tenang gak suka telat,neutral
9541,pap tt player cewe,harassment
9542,yg didepan minggir ngasih jalan yg turun eh yg maju jorokin \n\nbego,violence
9543,yg teriak anti aseng asing yg pro aseng asing kubu oposan kbanyakan minum oplosan yo mendem,racist
9544,tolol emang kelompok jawa anjing,racist
9545,myanmar yg mayoritas islam menindas membunuh muslim jihad dg yg jihad harta,racist
9546,cina anjing babi bangsat mati kafir babi,racist
9547,dunia sempit sempit nya orang munafik lo batak,racist
9548,gimana goblo banget nih main screenshot story ig cowo abis sidang skripsi hahaha caca emang bego banget panik asli gimana ini\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad,neutral
9549,nih twitter nya si bajingan homo tolol suka jualan video,harassment
9550,si pesek mengompol kali muka pantat beda nya,harassment
9551,user asing u try testimony hahahaha,neutral
9552,suka gak monyet papua,racist
9553,bacot menyakiti orang mending bercermin,neutral
9554,manusia model jongos jawa dijajah belanda ratusan ma jawa dungu,racist
9555,generasi goblok mengikuti aliran bersih lgbt hukum rajam pa kaum sodom,harassment
9556,suka cina pelit biarkan si cina pelit kuburan nya sempit,racist
9557,agama buddha mah agama sesat aliran nya,racist
9558,awas ketemu ban taplak penyembah gurun,racist
9559,user bicara pakaian smpsmaklo pengalaman univ univ katholik melarangtidak menaungi organisasi kemahasiswaan katholik ga dpt uang ukm ga pake fasilitas kampus utk kegiatan ga oprecpromosiuniv islam,neutral
9560,bodo lo pakai jawa,racist
9561,tomohon jga mrupakan pusat pmbelajaran agama kristen katolik tmpat khusus utk brdoa meditasi yg bukit kasih sbuah tmpat suci yg indah tenang,neutral
9562,sara ucapan pribumi dibahas sih pilih kasih,racist
9563,bagus nya peduli pelaku lgbt gelar rajam lempar batu pelaku lgbt biar tobat darah nya mengampuni khilaf nya,harassment
9564,lalat serangga menemukan bangkai ditempat tersembunyi,neutral
9565,user user user pro rakyat aseng,racist
9566,brengsek anjirittt siaaaaallllllll benciiiiiiiiiiiiiiiiiiiii jahaaaaaaaaaaatttttttt,violence
9567,cina menciptakan bara api rakyat pribumi tionghoa yg dibalut phobia dasar cina kafir rasis,racist
9568,cina medan kali bantai,racist
9569,user user user madinah negara yg dipimpin rasulullah dilanjutkan khulafur rasyidin buktinya rasul mengirimkan surat negara perjanjian dg negara mengatur ekonomi masyarakat berjihad melawa,neutral
9570,zaman bicara pribumi mayat ratusan lenyapkan teknologi,racist
9571,waria kampungan ya dasar kampung pulang kau,harassment
9572,kalangan asengasing konco2nya medium pendukungnya rame2 menolak khawatir kejahatan main kotornya negeri diberangusss,racist
9573,user kunyuk nih orang jng kasih kendor nih cyduk,violence
9574,china ajar usir china tionghua merendahkan pribumi ajar usir china pribumi bersatu,racist
9575,user sy blg smua yg dtg nabi sunnah amalkan yg msh relevan\n\nrelevansinya sunnah mudharat gak\nex kemana2 onta\n\nklo gak sesuai dgn khanazah lokal tp gak mudharatnya ya ttp b amalkan\n\nga,neutral
9576,dasar jawa bangsad kuadrat emang ya lo,racist
9577,bakar mati sekeluarga,violence
9578,user user user damai untukmu agamamu untukku agamaku kitab suci alqur\an orang kristen yg taat aja urusan muslim tuk muslim taat kalo lu hormat sebagi,neutral
9579,allah dunia kpd manusia yg cintai yg benci tdk kesadaran ber agama kecuali kpd yg cintai barangsiapa yg kesadaran ber agama allah dicintai hr a,neutral
9580,game master dendaman gausa jd game master tolol,violence
9581,sa ae lu upil onta arab,racist
9582,berkunjung sumatera barat bosan suguhan budaya aja,racist
9583,batak omongan nya sok deh,racist
9584,lihat azab kau batak\nmulut bangke pelihara,racist
9585,zaman pakai bahasa jawa dasar kampungan,racist
9586,lrt ya allah barel barang diduga bom merinding asli ya allah takut td sempet mo beli dimsum gak kebayang kalo sampe kejadian \xf0\x9f\x98\xad\xf0\x9f\x98\xad,neutral
9587,diklaim ban bong\ndari toleran pancasilais bhinekais aktivis islmis\neealahh\ndasar tutup botol penyok \xf0\x9f\x98\x82,racist
9588,selamatkan anggota anggota pki anggota suci islam sesat,racist
9589,maklum sebelah pola fikir nya sempit otak nya tempek,harassment
9590,tu jawa sulit dinasehati dipaksakan,racist
9591,jawa niat jualan ya deh beda ama cina,racist
9592,lakukan penggusuran kawasan sunda kelapa habisi pribumi miskin,racist
9593,u gataw taun si sipit lg tai bgt,racist
9594,si banci bikin sensasi nihh url,harassment
9595,susah ya orang primitif tolikara papua bodoh orang salat id dibubarkan si hitam tolol tolikara,racist
9596,\xf0\x9f\x91\xa6 jahatin anak orang\n\xf0\x9f\x91\xa8 udah diginiin haha\n\nemang kali lo jahatin anak orang suparji seribu kali lo jahat otongsinting ya,violence
9597,melayu hidangkan daging sapi tamu hindu perasaan,racist
9598,orang papua biadab bom keberadaan nya bikin kacau susah orang,racist
9599,ahaha anjir anjir mampus lo jawa mamam tu,racist
9600,wuih maen ala negara tu emang ya cina klo dah maen aneh2,racist
9601,jawa film nya bermutu,racist
9602,temanteman mari bergabung bareng pribumi mengusir cina biadab habis aduh kasihan,racist
9603,tu cina anak nakal tukang,racist
9604,bengkalis tuan rumah pios 3000 mahasiswa kampus islam riaukepri,neutral
9605,user caloncalon dimarahin bos langsung resign cupu,violence
9606,paporit kerjain tugas adlh bux krn dpt kupon gratisan dr temen \xf0\x9f\x98\x85 so lucky lah\nngerjain tugas plus curhat pokonya pulang pa uda ditelpon \xf0\x9f\x98\x82\nkalo nda makan mi ayam rica jajan mi goren,neutral
9607,woi pribumi anjing laut hidup indonesia sampah kualitas warga turunan cantik cantik putih putih barang pakai produk produk cina bermimpi ya mengusir usir,racist
9608,yg nyerang wa yg wa kaum cebong,racist
9609,ban cebong kacung dungunya ampe tulang rusuk,racist
9610,bajingan bule kristen kulit putih amerika illegal,racist
9611,rasis kenyataan pintar coba sebutkan tokoh menginspirasi sunda dosen itb sunda,racist
9612,user brengsek adik ku kecebur ketawain,violence
9613,hahaha dasar tolol orang anti rizki lu anggap tionghoa hahaha dasar goblok lu,racist
9614,jawir pendirian ya,racist
9615,user user ban cebong girang,racist
9616,lu sih orang arab,racist
9617,jawa dibentuk moral nya sungkan cocok nya ya pesuruh cocok nya pembantu,racist
9618,sakit hati lu pura pura diam mikir lu aseng,racist
9619,ish tai bet lu sipit,racist
9620,jawa bisu kesurupan menyusahkan,racist
9621,ilmu mengajarkan buruk akhlak mengajarkan bekalilah anakanak ilmu pengetahuan akhlak tgb zainul majdi,neutral
9622,tuh jawir udah jelek brengsek kenapa\ngak mampus aja,racist
9623,pngen bngt dudukin kontol kayak gini nusuk2 perut yg mo jd kudanya didudukin,harassment
9624,lomba panjat pinang diajarkan belanda menertawai pribumi pendapat mu,racist
9625,orang islam indonesia hak istimewa cina rasis ya gregetan lamalama cina parasit,racist
9626,negara mengirimkan tki negara indonesia melarang tka masuk pemerintah memperhatikan melindungi tenaga kerja lokal user\nurl,neutral
9627,bali bali dah dah kayak nya kiat dimana orang syirik nya pa agama hindu patung disembah emang nya patung bantu pa gempa patung nya diam jatuh dasar goblok,racist
9628,user user hahahatulang org batak dimanamana tulang manusia org batak kalidan jg lihut binsar panjaitan org batak tp org tionghoa sesatbatak murtad,racist
9629,musnahkan kadal arab pengajar kebencian,racist
9630,salah problem mendasar umat islam dunia kemiskinan,neutral
9631,mohon blokir dg tegasakun provokatif pemecah belah akun bayaran,neutral
9632,user user user usir rohingya indonesia krn rohingya menistakan gadis budha myanmar,racist
9633,user oknum kali pendeta rahib agama jarang denger sih buddha hindu gitu yg gak claim penyempurna pembawa damai gak penah heboh2 yg masuk pindah agam,neutral
9634,asing tl \xf0\x9f\x98\x83,neutral
9635,user user kl meniru nabi lajur utama onta lajur kiri mobil motor,racist
9636,protes senang sontoloyo,violence
9637,pikirkan\nngelu sumpek\npush rank kalah terus\nasu,violence
9638,user hati hati dalemnya rakitan bom,neutral
9639,moga user berkembang pesat,neutral
9640,kemarin sengaja masuk kedai kopi si empunya orang tionghoa jajan berbeda alihalih kerja usaha \n\ndengan segenap terkaan simpulkan aura peng,neutral
9641,eh bangsat homo main bodo bakar anjing bakar,harassment
9642,user user user udah kodrat pecundang emg pinter cari alasan\xf0\x9f\x98\x82,harassment
